districtid,monthid,dose1,dose2
GJ_Bhavnagar,1,30177,0
GJ_Bhavnagar,2,30473,17253
GJ_Bhavnagar,3,253686,20443
GJ_Bhavnagar,4,88799,101065
GJ_Bhavnagar,5,139831,15732
GJ_Bhavnagar,6,199945,68663
GJ_Bhavnagar,7,258739,107461
GJ_Botad,1,6523,0
GJ_Botad,2,6411,4665
GJ_Botad,3,38903,4152
GJ_Botad,4,11512,16555
GJ_Botad,5,32565,7063
GJ_Botad,6,85150,12336
GJ_Botad,7,118661,17190
GJ_Chhota Udaipur,1,15475,0
GJ_Chhota Udaipur,2,4559,4778
GJ_Chhota Udaipur,3,120896,7879
GJ_Chhota Udaipur,4,25569,23251
GJ_Chhota Udaipur,5,25199,41821
GJ_Chhota Udaipur,6,107144,26678
GJ_Chhota Udaipur,7,133313,49326
GJ_Dahod,1,27203,0
GJ_Dahod,2,91757,22112
GJ_Dahod,3,140843,29033
GJ_Dahod,4,81852,77254
GJ_Dahod,5,58332,50373
GJ_Dahod,6,102542,55017
GJ_Dahod,7,233137,121388
GJ_Dang,1,4116,0
GJ_Dang,2,2475,3592
GJ_Dang,3,25035,1513
GJ_Dang,4,3916,4353
GJ_Dang,5,6067,218
GJ_Dang,6,14060,3894
GJ_Dang,7,14368,4276
GJ_Devbhumi Dwarka,1,11166,0
GJ_Devbhumi Dwarka,2,14860,6710
GJ_Devbhumi Dwarka,3,67281,8102
GJ_Devbhumi Dwarka,4,26717,34181
GJ_Devbhumi Dwarka,5,46380,18223
GJ_Devbhumi Dwarka,6,102765,22985
GJ_Devbhumi Dwarka,7,138587,46927
GJ_Gandhinagar,1,22001,0
GJ_Gandhinagar,2,35656,17943
GJ_Gandhinagar,3,147333,20606
GJ_Gandhinagar,4,71680,79594
GJ_Gandhinagar,5,177998,15138
GJ_Gandhinagar,6,224589,51452
GJ_Gandhinagar,7,244908,72828
GJ_Gir Somnath,1,11747,0
GJ_Gir Somnath,2,19215,8299
GJ_Gir Somnath,3,92886,10962
GJ_Gir Somnath,4,58211,32735
GJ_Gir Somnath,5,58705,17866
GJ_Gir Somnath,6,113419,17580
GJ_Gir Somnath,7,185022,58169
GJ_Jamnagar,1,20660,3
GJ_Jamnagar,2,31958,11548
GJ_Jamnagar,3,172900,23863
GJ_Jamnagar,4,90112,78355
GJ_Jamnagar,5,175824,8711
GJ_Jamnagar,6,125564,44363
GJ_Jamnagar,7,185235,92091
GJ_Junagadh,1,17906,0
GJ_Junagadh,2,26206,12124
GJ_Junagadh,3,172059,16252
GJ_Junagadh,4,38656,54481
GJ_Junagadh,5,90972,9840
GJ_Junagadh,6,144507,95869
GJ_Junagadh,7,278739,73467
GJ_Kheda,1,25301,0
GJ_Kheda,2,33504,18731
GJ_Kheda,3,222048,18200
GJ_Kheda,4,61210,76998
GJ_Kheda,5,115989,40205
GJ_Kheda,6,183421,39920
GJ_Kheda,7,248415,73430
GJ_Kutch,1,28634,0
GJ_Kutch,2,56044,21729
GJ_Kutch,3,156351,31543
GJ_Kutch,4,67308,63477
GJ_Kutch,5,134784,14103
GJ_Kutch,6,207752,49368
GJ_Kutch,7,290167,85514
GJ_Mahisagar,1,15005,0
GJ_Mahisagar,2,22659,8998
GJ_Mahisagar,3,169314,19867
GJ_Mahisagar,4,49029,46903
GJ_Mahisagar,5,34961,32871
GJ_Mahisagar,6,88547,18216
GJ_Mahisagar,7,62411,94769
GJ_Mehsana,1,23162,0
GJ_Mehsana,2,45378,16005
GJ_Mehsana,3,237698,30165
GJ_Mehsana,4,94052,102375
GJ_Mehsana,5,182430,15480
GJ_Mehsana,6,209384,83252
GJ_Mehsana,7,178364,109608
GJ_Morbi,1,7958,0
GJ_Morbi,2,12689,4644
GJ_Morbi,3,75437,6777
GJ_Morbi,4,24003,36983
GJ_Morbi,5,48060,9879
GJ_Morbi,6,104762,17621
GJ_Morbi,7,160042,27484
GJ_Narmada,1,8977,0
GJ_Narmada,2,5963,6631
GJ_Narmada,3,88328,4622
GJ_Narmada,4,31753,25847
GJ_Narmada,5,19775,19469
GJ_Narmada,6,62725,10252
GJ_Narmada,7,75588,51265
GJ_Navsari,1,16218,0
GJ_Navsari,2,26372,15618
GJ_Navsari,3,178676,15552
GJ_Navsari,4,55285,80961
GJ_Navsari,5,65043,20672
GJ_Navsari,6,144984,35079
GJ_Navsari,7,149858,61463
GJ_Panchmahal,1,21316,1
GJ_Panchmahal,2,33294,14914
GJ_Panchmahal,3,181032,19184
GJ_Panchmahal,4,61667,81858
GJ_Panchmahal,5,63070,27195
GJ_Panchmahal,6,122038,19300
GJ_Panchmahal,7,197854,60553
GJ_Patan,1,16535,0
GJ_Patan,2,22474,12560
GJ_Patan,3,108273,10432
GJ_Patan,4,46047,45858
GJ_Patan,5,82790,14035
GJ_Patan,6,133186,36789
GJ_Patan,7,160912,63114
GJ_Porbandar,1,7701,0
GJ_Porbandar,2,26860,7167
GJ_Porbandar,3,97471,16317
GJ_Porbandar,4,17792,51636
GJ_Porbandar,5,24936,4664
GJ_Porbandar,6,64345,13431
GJ_Porbandar,7,81615,35905
GJ_Rajkot,1,32234,0
GJ_Rajkot,2,62625,24433
GJ_Rajkot,3,353928,35255
GJ_Rajkot,4,151098,162546
GJ_Rajkot,5,390345,23563
GJ_Rajkot,6,313370,142395
GJ_Rajkot,7,445415,153609
GJ_Sabarkantha,1,22104,0
GJ_Sabarkantha,2,47402,16438
GJ_Sabarkantha,3,142285,31548
GJ_Sabarkantha,4,67176,59209
GJ_Sabarkantha,5,82711,14558
GJ_Sabarkantha,6,137370,28399
GJ_Sabarkantha,7,202155,65534
GJ_Surat,1,64480,0
GJ_Surat,2,86558,43336
GJ_Surat,3,688922,45095
GJ_Surat,4,235854,272633
GJ_Surat,5,581891,54134
GJ_Surat,6,692834,257415
GJ_Surat,7,909073,300109
GJ_Surendranagar,1,14887,0
GJ_Surendranagar,2,29481,9868
GJ_Surendranagar,3,89867,8586
GJ_Surendranagar,4,25218,37066
GJ_Surendranagar,5,110374,17523
GJ_Surendranagar,6,206920,33592
GJ_Surendranagar,7,277488,27936
GJ_Tapi,1,10780,0
GJ_Tapi,2,13042,7665
GJ_Tapi,3,81592,2559
GJ_Tapi,4,27397,23267
GJ_Tapi,5,61534,6484
GJ_Tapi,6,85504,30898
GJ_Tapi,7,80821,37126
GJ_Vadodara,1,40804,0
GJ_Vadodara,2,94348,34417
GJ_Vadodara,3,412959,59302
GJ_Vadodara,4,233037,175485
GJ_Vadodara,5,496124,20695
GJ_Vadodara,6,388914,150282
GJ_Vadodara,7,434156,234628
GJ_Valsad,1,20818,0
GJ_Valsad,2,28184,16084
GJ_Valsad,3,176697,19935
GJ_Valsad,4,42804,78123
GJ_Valsad,5,92799,20992
GJ_Valsad,6,168629,48857
GJ_Valsad,7,233163,85216
Goa,1,13280,309
Goa,2,43269,11400
Goa,3,111638,23973
Goa,4,165547,56849
Goa,5,226676,5992
Goa,6,395037,91750
Goa,7,158112,139636
HP_Bilaspur,1,3837,0
HP_Bilaspur,2,7029,3084
HP_Bilaspur,3,60118,2867
HP_Bilaspur,4,53166,29116
HP_Bilaspur,5,15846,294
HP_Bilaspur,6,87142,33400
HP_Bilaspur,7,62903,31359
HP_Chamba,1,5543,34
HP_Chamba,2,4512,4046
HP_Chamba,3,57133,3219
HP_Chamba,4,42286,15796
HP_Chamba,5,33726,1185
HP_Chamba,6,73334,25611
HP_Chamba,7,88718,32561
HP_Hamirpur,1,4839,51
HP_Hamirpur,2,6702,3866
HP_Hamirpur,3,88709,5282
HP_Hamirpur,4,61011,25247
HP_Hamirpur,5,18411,146
HP_Hamirpur,6,85536,61754
HP_Hamirpur,7,93358,38114
HP_Kangra,1,12865,0
HP_Kangra,2,16240,11674
HP_Kangra,3,168645,10373
HP_Kangra,4,174247,61875
HP_Kangra,5,99722,3187
HP_Kangra,6,285331,98242
HP_Kangra,7,305854,147167
HP_Kinnaur,1,1909,30
HP_Kinnaur,2,3132,1504
HP_Kinnaur,3,14850,931
HP_Kinnaur,4,5507,6279
HP_Kinnaur,5,6880,66
HP_Kinnaur,6,38036,10433
HP_Kinnaur,7,3807,3747
HP_Kullu,1,5009,38
HP_Kullu,2,4937,4122
HP_Kullu,3,52567,2991
HP_Kullu,4,43308,20850
HP_Kullu,5,20362,411
HP_Kullu,6,80625,28542
HP_Kullu,7,88925,30465
HP_Lahaul and Spiti,1,401,66
HP_Lahaul and Spiti,2,1548,458
HP_Lahaul and Spiti,3,4825,226
HP_Lahaul and Spiti,4,1826,2599
HP_Lahaul and Spiti,5,1873,20
HP_Lahaul and Spiti,6,9349,4188
HP_Lahaul and Spiti,7,7132,1104
HP_Mandi,1,13463,173
HP_Mandi,2,15864,11193
HP_Mandi,3,140508,8447
HP_Mandi,4,108260,52297
HP_Mandi,5,46530,1721
HP_Mandi,6,180402,77230
HP_Mandi,7,184021,82656
HP_Shimla,1,12843,0
HP_Shimla,2,14356,9366
HP_Shimla,3,100252,8792
HP_Shimla,4,95451,33926
HP_Shimla,5,50920,1781
HP_Shimla,6,148133,66447
HP_Shimla,7,139769,68863
HP_Sirmaur,1,5738,0
HP_Sirmaur,2,7146,4789
HP_Sirmaur,3,44894,5186
HP_Sirmaur,4,31146,13642
HP_Sirmaur,5,30260,734
HP_Sirmaur,6,78246,22736
HP_Sirmaur,7,130434,27488
HP_Solan,1,5575,57
HP_Solan,2,5435,4479
HP_Solan,3,57837,3537
HP_Solan,4,60791,14354
HP_Solan,5,58550,1197
HP_Solan,6,136432,42667
HP_Solan,7,239276,54546
HP_Una,1,4736,0
HP_Una,2,6788,4290
HP_Una,3,81787,3406
HP_Una,4,50607,29964
HP_Una,5,28474,1098
HP_Una,6,110589,48086
HP_Una,7,114639,40303
HR_Ambala,1,9254,101
HR_Ambala,2,17225,5955
HR_Ambala,3,158176,12936
HR_Ambala,4,80585,62945
HR_Ambala,5,111036,18481
HR_Ambala,6,152630,78879
HR_Ambala,7,120029,77704
HR_Bhiwani,1,6586,0
HR_Bhiwani,2,3683,4381
HR_Bhiwani,3,92149,4354
HR_Bhiwani,4,51899,19404
HR_Bhiwani,5,60988,3161
HR_Bhiwani,6,97631,27606
HR_Bhiwani,7,108624,44482
HR_Charkhi Dadri,1,2582,0
HR_Charkhi Dadri,2,867,1856
HR_Charkhi Dadri,3,54518,2152
HR_Charkhi Dadri,4,37530,16979
HR_Charkhi Dadri,5,49852,2534
HR_Charkhi Dadri,6,95832,23719
HR_Charkhi Dadri,7,66667,41126
HR_Faridabad,1,20136,263
HR_Faridabad,2,23566,8943
HR_Faridabad,3,194304,16326
HR_Faridabad,4,125778,56947
HR_Faridabad,5,193790,21506
HR_Faridabad,6,267533,80319
HR_Faridabad,7,214354,127039
HR_Fatehabad,1,4611,0
HR_Fatehabad,2,4907,2747
HR_Fatehabad,3,59817,3915
HR_Fatehabad,4,39637,14970
HR_Fatehabad,5,49413,1401
HR_Fatehabad,6,86344,19887
HR_Fatehabad,7,82082,39473
HR_Gurugram,1,32248,0
HR_Gurugram,2,33095,19279
HR_Gurugram,3,279575,25149
HR_Gurugram,4,140735,101194
HR_Gurugram,5,391855,30098
HR_Gurugram,6,412102,134948
HR_Gurugram,7,255371,206994
HR_Hisar,1,9252,0
HR_Hisar,2,7422,7253
HR_Hisar,3,92395,4637
HR_Hisar,4,70824,16136
HR_Hisar,5,67909,6390
HR_Hisar,6,128508,27473
HR_Hisar,7,124525,58421
HR_Jhajjar,1,5644,0
HR_Jhajjar,2,4975,2506
HR_Jhajjar,3,85051,7389
HR_Jhajjar,4,47928,24334
HR_Jhajjar,5,56900,5666
HR_Jhajjar,6,95529,22785
HR_Jhajjar,7,93784,45133
HR_Jind,1,4876,0
HR_Jind,2,2212,2486
HR_Jind,3,74877,2334
HR_Jind,4,50050,13267
HR_Jind,5,49375,2723
HR_Jind,6,76170,20295
HR_Jind,7,80833,40177
HR_Kaithal,1,5343,104
HR_Kaithal,2,3268,2628
HR_Kaithal,3,61069,3609
HR_Kaithal,4,48156,17396
HR_Kaithal,5,54838,4309
HR_Kaithal,6,82226,17454
HR_Kaithal,7,79828,36423
HR_Karnal,1,10098,85
HR_Karnal,2,12838,5970
HR_Karnal,3,119606,10629
HR_Karnal,4,94732,35437
HR_Karnal,5,78920,14643
HR_Karnal,6,123316,43657
HR_Karnal,7,108996,81884
HR_Kurukshetra,1,4875,19
HR_Kurukshetra,2,5664,2731
HR_Kurukshetra,3,83063,3824
HR_Kurukshetra,4,46294,20014
HR_Kurukshetra,5,60001,3940
HR_Kurukshetra,6,72130,26286
HR_Kurukshetra,7,75851,50066
HR_Mahendragarh,1,3888,0
HR_Mahendragarh,2,4371,2831
HR_Mahendragarh,3,84191,3478
HR_Mahendragarh,4,54575,21525
HR_Mahendragarh,5,61724,3837
HR_Mahendragarh,6,86202,26557
HR_Mahendragarh,7,65344,48271
HR_Nuh,1,3896,0
HR_Nuh,2,1393,1829
HR_Nuh,3,19530,1072
HR_Nuh,4,21563,3774
HR_Nuh,5,31286,859
HR_Nuh,6,37397,5561
HR_Nuh,7,40293,11653
HR_Palwal,1,4713,0
HR_Palwal,2,2887,2139
HR_Palwal,3,61237,1814
HR_Palwal,4,59631,14713
HR_Palwal,5,89891,5900
HR_Palwal,6,66223,23505
HR_Palwal,7,64773,25925
HR_Panchkula,1,7515,0
HR_Panchkula,2,13749,4648
HR_Panchkula,3,72502,9256
HR_Panchkula,4,40466,32815
HR_Panchkula,5,60110,4574
HR_Panchkula,6,71026,28746
HR_Panchkula,7,75179,46292
HR_Panipat,1,5830,6
HR_Panipat,2,5116,2749
HR_Panipat,3,75516,4965
HR_Panipat,4,60803,20672
HR_Panipat,5,60053,6402
HR_Panipat,6,80288,24765
HR_Panipat,7,72217,52344
HR_Rewari,1,5409,0
HR_Rewari,2,5880,3737
HR_Rewari,3,91769,5737
HR_Rewari,4,47212,27419
HR_Rewari,5,68653,2351
HR_Rewari,6,80992,31016
HR_Rewari,7,56300,56331
HR_Rohtak,1,8549,0
HR_Rohtak,2,5640,3852
HR_Rohtak,3,77045,7902
HR_Rohtak,4,55467,20188
HR_Rohtak,5,60561,8495
HR_Rohtak,6,92318,26495
HR_Rohtak,7,86053,49983
HR_Sirsa,1,5591,0
HR_Sirsa,2,17192,3506
HR_Sirsa,3,108445,13802
HR_Sirsa,4,57170,34034
HR_Sirsa,5,54974,3399
HR_Sirsa,6,95955,21701
HR_Sirsa,7,97768,46236
HR_Sonipat,1,9385,12
HR_Sonipat,2,11046,5297
HR_Sonipat,3,122945,6461
HR_Sonipat,4,90121,38947
HR_Sonipat,5,100688,17856
HR_Sonipat,6,122018,47692
HR_Sonipat,7,119667,75057
HR_Yamunanagar,1,7430,0
HR_Yamunanagar,2,8051,4954
HR_Yamunanagar,3,104738,6797
HR_Yamunanagar,4,66790,28375
HR_Yamunanagar,5,53105,6720
HR_Yamunanagar,6,104904,26469
HR_Yamunanagar,7,80045,67202
JH_Bokaro,1,14246,60
JH_Bokaro,2,17850,9880
JH_Bokaro,3,91447,11767
JH_Bokaro,4,44536,22913
JH_Bokaro,5,72372,13826
JH_Bokaro,6,112030,41766
JH_Bokaro,7,115666,44468
JH_Chatra,1,6152,116
JH_Chatra,2,5004,4074
JH_Chatra,3,60178,3358
JH_Chatra,4,12596,6060
JH_Chatra,5,31113,1586
JH_Chatra,6,42013,10901
JH_Chatra,7,108116,18694
JH_Deoghar,1,7728,78
JH_Deoghar,2,7621,4607
JH_Deoghar,3,54515,7595
JH_Deoghar,4,18985,12797
JH_Deoghar,5,99440,11851
JH_Deoghar,6,98983,17295
JH_Deoghar,7,96457,24044
JH_Dhanbad,1,20307,115
JH_Dhanbad,2,13439,14252
JH_Dhanbad,3,154490,10337
JH_Dhanbad,4,60125,35139
JH_Dhanbad,5,88020,10087
JH_Dhanbad,6,126196,57985
JH_Dhanbad,7,141998,75292
JH_Dumka,1,7048,90
JH_Dumka,2,16067,4248
JH_Dumka,3,82924,8095
JH_Dumka,4,10974,13095
JH_Dumka,5,60735,3658
JH_Dumka,6,71960,14892
JH_Dumka,7,110544,27967
JH_East Singhbhum,1,11498,128
JH_East Singhbhum,2,22551,8722
JH_East Singhbhum,3,156962,18559
JH_East Singhbhum,4,78585,38762
JH_East Singhbhum,5,152352,22353
JH_East Singhbhum,6,196608,81132
JH_East Singhbhum,7,152337,101880
JH_Garhwa,1,9862,107
JH_Garhwa,2,9883,5861
JH_Garhwa,3,57510,6738
JH_Garhwa,4,17441,9501
JH_Garhwa,5,60626,5003
JH_Garhwa,6,70142,17846
JH_Garhwa,7,68629,14777
JH_Giridih,1,12052,131
JH_Giridih,2,16415,8613
JH_Giridih,3,118474,8453
JH_Giridih,4,22062,18264
JH_Giridih,5,74134,3225
JH_Giridih,6,161164,24663
JH_Giridih,7,172140,34826
JH_Godda,1,6618,115
JH_Godda,2,8056,3797
JH_Godda,3,59074,6378
JH_Godda,4,8917,9033
JH_Godda,5,72712,3398
JH_Godda,6,123780,18831
JH_Godda,7,102103,23565
JH_Gumla,1,6734,100
JH_Gumla,2,5611,4411
JH_Gumla,3,71493,3893
JH_Gumla,4,10877,5926
JH_Gumla,5,53500,5975
JH_Gumla,6,67931,14691
JH_Gumla,7,62410,27112
JH_Hazaribagh,1,10119,100
JH_Hazaribagh,2,14263,6372
JH_Hazaribagh,3,106076,9949
JH_Hazaribagh,4,23823,16359
JH_Hazaribagh,5,90463,10205
JH_Hazaribagh,6,125351,32696
JH_Hazaribagh,7,126909,37507
JH_Jamtara,1,3581,57
JH_Jamtara,2,4898,3097
JH_Jamtara,3,50189,3927
JH_Jamtara,4,11269,9493
JH_Jamtara,5,39610,2170
JH_Jamtara,6,55342,11316
JH_Jamtara,7,74045,21911
JH_Khunti,1,5378,58
JH_Khunti,2,7832,2932
JH_Khunti,3,41720,5689
JH_Khunti,4,5164,4064
JH_Khunti,5,29989,3171
JH_Khunti,6,40653,10280
JH_Khunti,7,22448,18800
JH_Koderma,1,3781,100
JH_Koderma,2,3026,3046
JH_Koderma,3,48613,2076
JH_Koderma,4,10207,6271
JH_Koderma,5,49982,1902
JH_Koderma,6,84666,12251
JH_Koderma,7,63712,23992
JH_Latehar,1,5945,139
JH_Latehar,2,5485,4445
JH_Latehar,3,38889,4165
JH_Latehar,4,9369,5075
JH_Latehar,5,29661,1019
JH_Latehar,6,49024,8478
JH_Latehar,7,32019,11311
JH_Lohardaga,1,3109,78
JH_Lohardaga,2,4418,2152
JH_Lohardaga,3,37281,2693
JH_Lohardaga,4,4633,4584
JH_Lohardaga,5,27238,1269
JH_Lohardaga,6,40330,8224
JH_Lohardaga,7,19815,8977
JH_Pakur,1,4281,60
JH_Pakur,2,14289,3113
JH_Pakur,3,34230,3450
JH_Pakur,4,11177,8611
JH_Pakur,5,47282,5526
JH_Pakur,6,66827,8063
JH_Pakur,7,57356,10854
JH_Palamu,1,10093,131
JH_Palamu,2,11985,8443
JH_Palamu,3,131992,8234
JH_Palamu,4,25477,17445
JH_Palamu,5,81083,9915
JH_Palamu,6,124942,32400
JH_Palamu,7,124457,34308
JH_Ramgarh,1,6069,108
JH_Ramgarh,2,5286,4091
JH_Ramgarh,3,50603,4356
JH_Ramgarh,4,26742,11614
JH_Ramgarh,5,49317,6291
JH_Ramgarh,6,59027,19052
JH_Ramgarh,7,75552,26126
JH_Ranchi,1,22108,37
JH_Ranchi,2,37979,14321
JH_Ranchi,3,159334,24775
JH_Ranchi,4,66081,46711
JH_Ranchi,5,158670,22971
JH_Ranchi,6,173378,69915
JH_Ranchi,7,207893,84595
JH_Sahibganj,1,5934,83
JH_Sahibganj,2,7221,3240
JH_Sahibganj,3,31700,3385
JH_Sahibganj,4,10585,6819
JH_Sahibganj,5,53590,2478
JH_Sahibganj,6,75663,11801
JH_Sahibganj,7,79220,15840
JH_Simdega,1,4396,72
JH_Simdega,2,5019,3082
JH_Simdega,3,36838,3472
JH_Simdega,4,7540,2926
JH_Simdega,5,37856,1770
JH_Simdega,6,64650,9613
JH_Simdega,7,40860,13177
JH_West Singhbhum,1,9846,59
JH_West Singhbhum,2,12025,12040
JH_West Singhbhum,3,80297,5858
JH_West Singhbhum,4,24845,15876
JH_West Singhbhum,5,50338,5193
JH_West Singhbhum,6,110887,20540
JH_West Singhbhum,7,85276,24284
JK_Anantnag,1,6621,20
JK_Anantnag,2,13452,3682
JK_Anantnag,3,57100,7694
JK_Anantnag,4,69356,12926
JK_Anantnag,5,77448,987
JK_Anantnag,6,87902,23631
JK_Anantnag,7,63055,49438
JK_Bandipora,1,3254,17
JK_Bandipora,2,2824,1087
JK_Bandipora,3,22121,3607
JK_Bandipora,4,45118,5855
JK_Bandipora,5,18048,1676
JK_Bandipora,6,35847,10334
JK_Bandipora,7,22198,17443
JK_Baramulla,1,8695,16
JK_Baramulla,2,19009,2691
JK_Baramulla,3,108973,13751
JK_Baramulla,4,62281,29784
JK_Baramulla,5,80991,2783
JK_Baramulla,6,79073,19010
JK_Baramulla,7,57950,51051
JK_Budgam,1,9141,16
JK_Budgam,2,11864,3995
JK_Budgam,3,65266,9741
JK_Budgam,4,66701,15638
JK_Budgam,5,54794,1882
JK_Budgam,6,51022,14782
JK_Budgam,7,47383,52218
JK_Doda,1,4090,13
JK_Doda,2,11256,1872
JK_Doda,3,23344,7182
JK_Doda,4,27809,13670
JK_Doda,5,27565,1124
JK_Doda,6,42971,5232
JK_Doda,7,64443,13930
JK_Ganderbal,1,3620,19
JK_Ganderbal,2,4186,793
JK_Ganderbal,3,32598,3213
JK_Ganderbal,4,35145,9783
JK_Ganderbal,5,10247,541
JK_Ganderbal,6,25118,9487
JK_Ganderbal,7,27795,18959
JK_Jammu,1,18826,86
JK_Jammu,2,52799,10479
JK_Jammu,3,187743,31097
JK_Jammu,4,172483,85340
JK_Jammu,5,90935,22506
JK_Jammu,6,79160,51663
JK_Jammu,7,106401,125038
JK_Kathua,1,5594,6
JK_Kathua,2,12160,3180
JK_Kathua,3,52619,4877
JK_Kathua,4,61467,22108
JK_Kathua,5,49674,925
JK_Kathua,6,54494,15547
JK_Kathua,7,69595,35571
JK_Kishtwar,1,1994,30
JK_Kishtwar,2,5770,976
JK_Kishtwar,3,13113,4792
JK_Kishtwar,4,22881,5856
JK_Kishtwar,5,10894,771
JK_Kishtwar,6,35767,5057
JK_Kishtwar,7,13965,12853
JK_Kulgam,1,3892,41
JK_Kulgam,2,7421,1586
JK_Kulgam,3,25622,5016
JK_Kulgam,4,48132,5159
JK_Kulgam,5,23634,962
JK_Kulgam,6,60589,12634
JK_Kulgam,7,43297,35392
JK_Kupwara,1,5770,4
JK_Kupwara,2,11006,2064
JK_Kupwara,3,22982,7398
JK_Kupwara,4,35709,7754
JK_Kupwara,5,48213,2119
JK_Kupwara,6,114887,10210
JK_Kupwara,7,121776,32301
JK_Pulwama,1,6419,8
JK_Pulwama,2,14482,2107
JK_Pulwama,3,29822,8033
JK_Pulwama,4,46474,11984
JK_Pulwama,5,41054,2264
JK_Pulwama,6,63985,11645
JK_Pulwama,7,47818,35216
JK_Punch,1,3707,0
JK_Punch,2,6936,2433
JK_Punch,3,30969,4178
JK_Punch,4,37611,9495
JK_Punch,5,33366,1312
JK_Punch,6,67068,6537
JK_Punch,7,73866,21060
JK_Rajouri,1,5327,97
JK_Rajouri,2,11555,2454
JK_Rajouri,3,34566,6645
JK_Rajouri,4,42875,13125
JK_Rajouri,5,73354,1042
JK_Rajouri,6,92280,11723
JK_Rajouri,7,51053,23678
JK_Ramban,1,2655,63
JK_Ramban,2,3093,1043
JK_Ramban,3,26352,3417
JK_Ramban,4,25180,13612
JK_Ramban,5,13537,1069
JK_Ramban,6,58880,9490
JK_Ramban,7,34732,19776
JK_Reasi,1,3577,46
JK_Reasi,2,5929,1799
JK_Reasi,3,22108,4384
JK_Reasi,4,28050,7603
JK_Reasi,5,24222,260
JK_Reasi,6,55971,7115
JK_Reasi,7,42858,16174
JK_Samba,1,3916,46
JK_Samba,2,10811,2525
JK_Samba,3,33563,4753
JK_Samba,4,41846,13940
JK_Samba,5,6568,639
JK_Samba,6,38428,14495
JK_Samba,7,57291,28108
JK_Shopiyan,1,2745,60
JK_Shopiyan,2,4423,1155
JK_Shopiyan,3,24153,3128
JK_Shopiyan,4,36891,6149
JK_Shopiyan,5,1487,601
JK_Shopiyan,6,24761,8506
JK_Shopiyan,7,26415,23198
JK_Srinagar,1,13227,0
JK_Srinagar,2,24119,6175
JK_Srinagar,3,30439,17045
JK_Srinagar,4,95815,14064
JK_Srinagar,5,98551,13894
JK_Srinagar,6,134539,26465
JK_Srinagar,7,94377,52065
JK_Udhampur,1,5322,134
JK_Udhampur,2,11842,3733
JK_Udhampur,3,43134,6887
JK_Udhampur,4,53857,16986
JK_Udhampur,5,58173,690
JK_Udhampur,6,64917,16734
JK_Udhampur,7,69920,34120
KA_Bagalkote,1,7353,0
KA_Bagalkote,2,13521,5434
KA_Bagalkote,3,167920,5650
KA_Bagalkote,4,56539,41649
KA_Bagalkote,5,103361,39663
KA_Bagalkote,6,179014,51054
KA_Bagalkote,7,138555,42046
KA_Ballari,1,13565,3
KA_Ballari,2,22615,10312
KA_Ballari,3,233253,9986
KA_Ballari,4,112002,72257
KA_Ballari,5,140831,34105
KA_Ballari,6,251085,58590
KA_Ballari,7,199650,97561
KA_Belagavi,1,29108,0
KA_Belagavi,2,29611,24269
KA_Belagavi,3,310337,14394
KA_Belagavi,4,190031,91331
KA_Belagavi,5,163053,15000
KA_Belagavi,6,467715,98883
KA_Belagavi,7,418084,197364
KA_Bengaluru Rural,1,6264,0
KA_Bengaluru Rural,2,12897,4632
KA_Bengaluru Rural,3,66336,6309
KA_Bengaluru Rural,4,63383,31391
KA_Bengaluru Rural,5,90108,9710
KA_Bengaluru Rural,6,127471,22333
KA_Bengaluru Rural,7,76464,44368
KA_Bengaluru Urban,1,105815,0
KA_Bengaluru Urban,2,159364,70974
KA_Bengaluru Urban,3,914907,82708
KA_Bengaluru Urban,4,612851,458581
KA_Bengaluru Urban,5,2121520,130591
KA_Bengaluru Urban,6,2090221,623224
KA_Bengaluru Urban,7,1262201,690609
KA_Bidar,1,7278,0
KA_Bidar,2,12347,5277
KA_Bidar,3,112692,5123
KA_Bidar,4,72437,54732
KA_Bidar,5,116333,12774
KA_Bidar,6,158262,24660
KA_Bidar,7,128208,48721
KA_Chamarajanagara,1,4458,0
KA_Chamarajanagara,2,5060,3224
KA_Chamarajanagara,3,91220,3038
KA_Chamarajanagara,4,48911,21119
KA_Chamarajanagara,5,58724,11773
KA_Chamarajanagara,6,90625,23134
KA_Chamarajanagara,7,102296,47295
KA_Chikkaballapura,1,9104,0
KA_Chikkaballapura,2,9632,5897
KA_Chikkaballapura,3,115324,3159
KA_Chikkaballapura,4,95550,37563
KA_Chikkaballapura,5,57443,11875
KA_Chikkaballapura,6,142074,31352
KA_Chikkaballapura,7,87114,66113
KA_Chikkamagaluru,1,8167,0
KA_Chikkamagaluru,2,12877,5944
KA_Chikkamagaluru,3,112124,4736
KA_Chikkamagaluru,4,55887,38993
KA_Chikkamagaluru,5,75033,7189
KA_Chikkamagaluru,6,77354,34158
KA_Chikkamagaluru,7,49337,75384
KA_Chitradurga,1,8961,0
KA_Chitradurga,2,14184,8153
KA_Chitradurga,3,130510,6244
KA_Chitradurga,4,88413,55627
KA_Chitradurga,5,108636,18037
KA_Chitradurga,6,155076,36325
KA_Chitradurga,7,116945,87933
KA_Dakshina Kannada,1,28739,0
KA_Dakshina Kannada,2,23166,23450
KA_Dakshina Kannada,3,143237,14107
KA_Dakshina Kannada,4,95484,53997
KA_Dakshina Kannada,5,171424,35486
KA_Dakshina Kannada,6,326257,84284
KA_Dakshina Kannada,7,207416,100715
KA_Davanagere,1,9564,0
