districtid,monthid,dose1,dose2
UP_Rae Bareli,7,202502,27428
UP_Rampur,1,8449,0
UP_Rampur,2,11402,6383
UP_Rampur,3,59735,10453
UP_Rampur,4,23972,15115
UP_Rampur,5,36829,5976
UP_Rampur,6,104949,13787
UP_Rampur,7,155479,27478
UP_Saharanpur,1,13468,0
UP_Saharanpur,2,21633,10696
UP_Saharanpur,3,113551,8384
UP_Saharanpur,4,72167,35513
UP_Saharanpur,5,221388,6649
UP_Saharanpur,6,265826,58985
UP_Saharanpur,7,232292,75018
UP_Sambhal,1,6089,0
UP_Sambhal,2,9794,3579
UP_Sambhal,3,49812,7204
UP_Sambhal,4,23215,11456
UP_Sambhal,5,31043,5331
UP_Sambhal,6,97720,13882
UP_Sambhal,7,161593,22387
UP_Sant Kabir Nagar,1,7170,0
UP_Sant Kabir Nagar,2,7194,5338
UP_Sant Kabir Nagar,3,44700,5066
UP_Sant Kabir Nagar,4,19727,11840
UP_Sant Kabir Nagar,5,34496,2413
UP_Sant Kabir Nagar,6,76194,12612
UP_Sant Kabir Nagar,7,122685,16557
UP_Shahjahanpur,1,14152,0
UP_Shahjahanpur,2,16702,10238
UP_Shahjahanpur,3,95218,11662
UP_Shahjahanpur,4,39030,19152
UP_Shahjahanpur,5,109398,7052
UP_Shahjahanpur,6,144623,23053
UP_Shahjahanpur,7,192915,33689
UP_Shamli,1,4162,0
UP_Shamli,2,10367,2810
UP_Shamli,3,39212,7000
UP_Shamli,4,26316,10402
UP_Shamli,5,48345,5434
UP_Shamli,6,85438,17429
UP_Shamli,7,105439,21750
UP_Shrawasti,1,4933,0
UP_Shrawasti,2,4883,4150
UP_Shrawasti,3,33659,3176
UP_Shrawasti,4,8927,7280
UP_Shrawasti,5,46367,2226
UP_Shrawasti,6,119667,7208
UP_Shrawasti,7,104689,11320
UP_Siddharthnagar,1,12601,0
UP_Siddharthnagar,2,14939,10224
UP_Siddharthnagar,3,105048,8901
UP_Siddharthnagar,4,34934,19136
UP_Siddharthnagar,5,88331,5804
UP_Siddharthnagar,6,242594,26331
UP_Siddharthnagar,7,226421,32351
UP_Sitapur,1,15076,0
UP_Sitapur,2,22709,10813
UP_Sitapur,3,126471,10681
UP_Sitapur,4,37636,26056
UP_Sitapur,5,60147,6447
UP_Sitapur,6,190520,27734
UP_Sitapur,7,317114,38828
UP_Sonbhadra,1,8063,0
UP_Sonbhadra,2,8800,5191
UP_Sonbhadra,3,48308,7345
UP_Sonbhadra,4,20324,10943
UP_Sonbhadra,5,40401,3499
UP_Sonbhadra,6,96730,18431
UP_Sonbhadra,7,121345,30223
UP_Sultanpur,1,13018,0
UP_Sultanpur,2,14842,9873
UP_Sultanpur,3,82823,8918
UP_Sultanpur,4,27140,24159
UP_Sultanpur,5,70685,6775
UP_Sultanpur,6,130011,23271
UP_Sultanpur,7,163054,33544
UP_Unnao,1,13262,0
UP_Unnao,2,14969,9890
UP_Unnao,3,116547,6772
UP_Unnao,4,28885,19989
UP_Unnao,5,44794,12325
UP_Unnao,6,150623,23022
UP_Unnao,7,235936,38733
UP_Varanasi,1,18729,0
UP_Varanasi,2,33151,13349
UP_Varanasi,3,137269,19762
UP_Varanasi,4,111913,52756
UP_Varanasi,5,236605,36120
UP_Varanasi,6,284070,74830
UP_Varanasi,7,283305,91294
UT_Almora,1,6619,0
UT_Almora,2,10836,5513
UT_Almora,3,57734,7469
UT_Almora,4,58878,30238
UT_Almora,5,43689,4034
UT_Almora,6,64766,20256
UT_Almora,7,76810,49370
UT_Bageshwar,1,3236,0
UT_Bageshwar,2,2587,3239
UT_Bageshwar,3,36158,2726
UT_Bageshwar,4,23603,20785
UT_Bageshwar,5,32113,782
UT_Bageshwar,6,53689,14193
UT_Bageshwar,7,25110,16795
UT_Chamoli,1,4901,0
UT_Chamoli,2,7638,3791
UT_Chamoli,3,54837,5363
UT_Chamoli,4,33449,28919
UT_Chamoli,5,29409,683
UT_Chamoli,6,57245,15126
UT_Chamoli,7,51234,32714
UT_Champawat,1,4179,0
UT_Champawat,2,4216,3123
UT_Champawat,3,27739,3270
UT_Champawat,4,29357,12976
UT_Champawat,5,31484,1263
UT_Champawat,6,44859,12891
UT_Champawat,7,26701,22127
UT_Dehradun,1,24678,0
UT_Dehradun,2,31383,17838
UT_Dehradun,3,208365,26724
UT_Dehradun,4,137454,108284
UT_Dehradun,5,149436,9380
UT_Dehradun,6,199538,95838
UT_Dehradun,7,316655,141059
UT_Haridwar,1,19050,178
UT_Haridwar,2,32861,14177
UT_Haridwar,3,144294,24206
UT_Haridwar,4,78963,50925
UT_Haridwar,5,115662,3656
UT_Haridwar,6,224281,37664
UT_Haridwar,7,284160,89171
UT_Nainital,1,12448,0
UT_Nainital,2,10110,8704
UT_Nainital,3,85425,11090
UT_Nainital,4,84878,46828
UT_Nainital,5,66716,3635
UT_Nainital,6,166947,34106
UT_Nainital,7,134193,77526
UT_Pauri Garhwal,1,6222,1
UT_Pauri Garhwal,2,11354,5309
UT_Pauri Garhwal,3,80545,6996
UT_Pauri Garhwal,4,55326,33895
UT_Pauri Garhwal,5,33772,960
UT_Pauri Garhwal,6,59577,26081
UT_Pauri Garhwal,7,82609,52031
UT_Pithoragarh,1,6044,0
UT_Pithoragarh,2,6690,5231
UT_Pithoragarh,3,34755,7199
UT_Pithoragarh,4,35568,16662
UT_Pithoragarh,5,42436,745
UT_Pithoragarh,6,61634,15249
UT_Pithoragarh,7,61419,34080
UT_Rudraprayag,1,2140,0
UT_Rudraprayag,2,3642,1994
UT_Rudraprayag,3,24066,2271
UT_Rudraprayag,4,29771,15148
UT_Rudraprayag,5,33396,352
UT_Rudraprayag,6,48778,9509
UT_Rudraprayag,7,20503,17416
UT_Tehri Garhwal,1,6387,0
UT_Tehri Garhwal,2,4691,5417
UT_Tehri Garhwal,3,65103,4148
UT_Tehri Garhwal,4,41819,31287
UT_Tehri Garhwal,5,34103,770
UT_Tehri Garhwal,6,72598,19588
UT_Tehri Garhwal,7,82806,39912
UT_Udham Singh Nagar,1,11146,231
UT_Udham Singh Nagar,2,11393,7251
UT_Udham Singh Nagar,3,102186,9863
UT_Udham Singh Nagar,4,77948,44524
UT_Udham Singh Nagar,5,91173,2411
UT_Udham Singh Nagar,6,184645,41479
UT_Udham Singh Nagar,7,328635,75874
UT_Uttarkashi,1,4741,0
UT_Uttarkashi,2,10121,4338
UT_Uttarkashi,3,48947,8633
UT_Uttarkashi,4,21630,31852
UT_Uttarkashi,5,30325,962
UT_Uttarkashi,6,58610,8443
UT_Uttarkashi,7,36813,18169
WB_Alipurduar,1,10792,110
WB_Alipurduar,2,27256,7136
WB_Alipurduar,3,90045,16199
WB_Alipurduar,4,21311,40103
WB_Alipurduar,5,87103,4272
WB_Alipurduar,6,64499,45189
WB_Alipurduar,7,111668,46590
WB_Bankura,1,21962,65
WB_Bankura,2,57275,16812
WB_Bankura,3,189757,27166
WB_Bankura,4,25600,115358
WB_Bankura,5,148953,11269
WB_Bankura,6,99267,93250
WB_Bankura,7,273861,42409
WB_Birbhum,1,13061,0
WB_Birbhum,2,61382,7747
WB_Birbhum,3,230931,25254
WB_Birbhum,4,56258,89143
WB_Birbhum,5,156361,18813
WB_Birbhum,6,202792,111733
WB_Birbhum,7,291682,106782
WB_Cooch Behar,1,11576,0
WB_Cooch Behar,2,33878,7294
WB_Cooch Behar,3,152784,14262
WB_Cooch Behar,4,25048,63233
WB_Cooch Behar,5,107105,4286
WB_Cooch Behar,6,56811,70625
WB_Cooch Behar,7,107497,50546
WB_Dakshin Dinajpur,1,11248,0
WB_Dakshin Dinajpur,2,28211,8699
WB_Dakshin Dinajpur,3,122102,11195
WB_Dakshin Dinajpur,4,14422,56874
WB_Dakshin Dinajpur,5,82517,9091
WB_Dakshin Dinajpur,6,55255,49440
WB_Dakshin Dinajpur,7,82912,44353
WB_Darjeeling,1,14791,0
WB_Darjeeling,2,44400,10231
WB_Darjeeling,3,137261,25414
WB_Darjeeling,4,48160,72985
WB_Darjeeling,5,144215,12556
WB_Darjeeling,6,156371,73777
WB_Darjeeling,7,217888,74198
WB_Hooghly,1,24589,0
WB_Hooghly,2,92114,18572
WB_Hooghly,3,425163,40862
WB_Hooghly,4,74432,209041
WB_Hooghly,5,247737,25462
WB_Hooghly,6,170070,221927
WB_Hooghly,7,401775,125495
WB_Howrah,1,20783,12
WB_Howrah,2,78906,16709
WB_Howrah,3,272410,33954
WB_Howrah,4,85040,142777
WB_Howrah,5,229371,17441
WB_Howrah,6,281281,135281
WB_Howrah,7,338754,113171
WB_Jalpaiguri,1,9614,0
WB_Jalpaiguri,2,28867,7240
WB_Jalpaiguri,3,77965,17465
WB_Jalpaiguri,4,32153,37689
WB_Jalpaiguri,5,102020,4203
WB_Jalpaiguri,6,93007,33076
WB_Jalpaiguri,7,158500,53994
WB_Jhargram,1,7798,15
WB_Jhargram,2,16307,6379
WB_Jhargram,3,31000,14808
WB_Jhargram,4,9705,15583
WB_Jhargram,5,53055,3679
WB_Jhargram,6,62298,17309
WB_Jhargram,7,72144,13380
WB_Kalimpong,1,2618,0
WB_Kalimpong,2,10141,2102
WB_Kalimpong,3,28728,4724
WB_Kalimpong,4,11700,21192
WB_Kalimpong,5,26101,766
WB_Kalimpong,6,29461,10859
WB_Kalimpong,7,39310,16146
WB_Kolkata,1,78333,18
WB_Kolkata,2,141498,55661
WB_Kolkata,3,525042,76743
WB_Kolkata,4,433415,318715
WB_Kolkata,5,806846,84280
WB_Kolkata,6,928810,347427
WB_Kolkata,7,887358,477288
WB_Malda,1,16016,0
WB_Malda,2,49849,10048
WB_Malda,3,163357,23709
WB_Malda,4,55500,65877
WB_Malda,5,139893,21529
WB_Malda,6,118235,65315
WB_Malda,7,166541,82642
WB_Murshidabad,1,25053,54
WB_Murshidabad,2,110025,17336
WB_Murshidabad,3,311567,44586
WB_Murshidabad,4,37949,133405
WB_Murshidabad,5,207592,17345
WB_Murshidabad,6,149048,148090
WB_Murshidabad,7,330890,133243
WB_Nadia,1,24399,59
WB_Nadia,2,71911,17838
WB_Nadia,3,247897,37596
WB_Nadia,4,56978,99937
WB_Nadia,5,185035,10545
WB_Nadia,6,136759,152901
WB_Nadia,7,272127,107416
WB_North 24 Parganas,1,43529,3
WB_North 24 Parganas,2,127403,30604
WB_North 24 Parganas,3,626222,50737
WB_North 24 Parganas,4,204348,306724
WB_North 24 Parganas,5,692271,37574
WB_North 24 Parganas,6,608540,306896
WB_North 24 Parganas,7,895375,301244
WB_Paschim Bardhaman,1,14561,0
WB_Paschim Bardhaman,2,39706,11723
WB_Paschim Bardhaman,3,146376,17572
WB_Paschim Bardhaman,4,29677,61607
WB_Paschim Bardhaman,5,164835,8380
WB_Paschim Bardhaman,6,153299,89972
WB_Paschim Bardhaman,7,238555,68926
WB_Paschim Medinipur,1,22816,227
WB_Paschim Medinipur,2,61335,17570
WB_Paschim Medinipur,3,247966,37209
WB_Paschim Medinipur,4,60945,109648
WB_Paschim Medinipur,5,192585,17223
WB_Paschim Medinipur,6,134861,117759
WB_Paschim Medinipur,7,227639,80582
WB_Purba Bardhaman,1,21322,0
WB_Purba Bardhaman,2,74720,17256
WB_Purba Bardhaman,3,293552,33868
WB_Purba Bardhaman,4,74005,128884
WB_Purba Bardhaman,5,177252,21084
WB_Purba Bardhaman,6,111491,155444
WB_Purba Bardhaman,7,184682,101146
WB_Purba Medinipur,1,26776,289
WB_Purba Medinipur,2,119640,26088
WB_Purba Medinipur,3,411115,35315
WB_Purba Medinipur,4,40924,198403
WB_Purba Medinipur,5,281861,17270
WB_Purba Medinipur,6,226486,241610
WB_Purba Medinipur,7,434257,153039
WB_Purulia,1,17312,26
WB_Purulia,2,38720,12562
WB_Purulia,3,129352,28893
WB_Purulia,4,16356,46261
WB_Purulia,5,115210,7471
WB_Purulia,6,81359,50001
WB_Purulia,7,182356,61353
WB_South 24 Parganas,1,35274,258
WB_South 24 Parganas,2,176950,25474
WB_South 24 Parganas,3,429217,51340
WB_South 24 Parganas,4,96232,251740
WB_South 24 Parganas,5,399841,28292
WB_South 24 Parganas,6,342804,229770
WB_South 24 Parganas,7,588322,206387
WB_Uttar Dinajpur,1,10037,0
WB_Uttar Dinajpur,2,33448,7416
WB_Uttar Dinajpur,3,104277,16960
WB_Uttar Dinajpur,4,21410,50519
WB_Uttar Dinajpur,5,120053,6173
WB_Uttar Dinajpur,6,76488,61376
WB_Uttar Dinajpur,7,175283,30611
